# CSV-File created with merge-csv.com
# -----------------------------------------------------------

name,authors,journal,year,publisher,cited_by_papers,abstract
Calculation of losses in ferro- and ferrimagnetic materials based on the modified Steinmetz equation,J. Reinert A. Brockmeyer R.W.A.A. De Doncker,IEEE Transactions on Industry Applications,2001,IEEE,432,"This paper discusses the influence of nonsinusoidal flux waveforms on the remagnetization losses in ferro- and ferrimagnetic materials of inductors, transformers, and electrical machines used in power electronic applications. The nonsinusoidal changes of flux originate from driving these devices by nonsinusoidal voltages and currents at different switching frequencies. A detailed examination of a ..."
On the computation of motion from sequences of images-A review,J.K. Aggarwal N. Nandhakumar,Proceedings of the IEEE,1988,IEEE,432,Recent developments are reviewed in the computation of motion and structure of objects in a scene from a sequence of images. Two distinct paradigms are highlighted: (i) the feature-based approach and (ii) the optical-flow-based approach. The comparative merits/demerits of these approaches are discussed. The current status of research in these areas is reviewed and future research directions are in...
A framework for evolutionary optimization with approximate fitness functions,Yaochu Jin M. Olhofer B. Sendhoff,IEEE Transactions on Evolutionary Computation,2002,IEEE,432,"It is not unusual that an approximate model is needed for fitness evaluation in evolutionary computation. In this case, the convergence properties of the evolutionary algorithm are unclear due to the approximation error of the model. In this paper, extensive empirical studies are carried out to investigate the convergence properties of an evolution strategy using an approximate fitness function on..."
A new efficient approach for the removal of impulse noise from highly corrupted images,E. Abreu M. Lightstone S.K. Mitra K. Arakawa,IEEE Transactions on Image Processing,1996,IEEE,432,"A new framework for removing impulse noise from images is presented in which the nature of the filtering operation is conditioned on a state variable defined as the output of a classifier that operates on the differences between the input pixel and the remaining rank-ordered pixels in a sliding window. As part of this framework, several algorithms are examined, each of which is applicable to fixed..."
Untangling Blockchain: A Data Processing View of Blockchain Systems,Tien Tuan Anh Dinh Rui Liu Meihui Zhang Gang Chen Beng Chin Ooi Ji Wang,IEEE Transactions on Knowledge and Data Engineering,2018,IEEE,432,"Blockchain technologies are gaining massive momentum in the last few years. Blockchains are distributed ledgers that enable parties who do not fully trust each other to maintain a set of global states. The parties agree on the existence, values, and histories of the states. As the technology landscape is expanding rapidly, it is both important and challenging to have a firm grasp of what the core ..."
A 240 × 180 130 dB 3 µs Latency Global Shutter Spatiotemporal Vision Sensor,Christian Brandli Raphael Berner Minhao Yang Shih-Chii Liu Tobi Delbruck,IEEE Journal of Solid-State Circuits,2014,IEEE,432,"Event-based dynamic vision sensors (DVSs) asynchronously report log intensity changes. Their high dynamic range, sub-ms latency and sparse output make them useful in applications such as robotics and real-time tracking. However they discard absolute intensity information which is useful for object recognition and classification. This paper presents a dynamic and active pixel vision sensor (DAVIS) ..."
Monotone control systems,D. Angeli E.D. Sontag,IEEE Transactions on Automatic Control,2003,IEEE,432,"Monotone systems constitute one of the most important classes of dynamical systems used in mathematical biology modeling. The objective of this paper is to extend the notion of monotonicity to systems with inputs and outputs, a necessary first step in trying to understand interconnections, especially including feedback loops, built up out of monotone components. Basic definitions and theorems are ..."
The Labeled Multi-Bernoulli Filter,Stephan Reuter Ba-Tuong Vo Ba-Ngu Vo Klaus Dietmayer,IEEE Transactions on Signal Processing,2014,IEEE,432,"This paper proposes a generalization of the multi- Bernoulli filter called the labeled multi-Bernoulli filter that outputs target tracks. Moreover, the labeled multi-Bernoulli filter does not exhibit a cardinality bias due to a more accurate update approximation compared to the multi-Bernoulli filter by exploiting the conjugate prior form for labeled Random Finite Sets. The proposed filter can be ..."
A 13.56-MHz RFID System Based on Organic Transponders,Eugenio Cantatore Thomas C. T. Geuns Gerwin H. Gelinck Erik van Veenendaal Arnold F. A. Gruijthuijsen Laurens Schrijnemakers Steffen Drews Dago M. de Leeuw,IEEE Journal of Solid-State Circuits,2007,IEEE,432,"RFID tags based on organic transistors are described, discussing in detail the IC blocks used to build the logic and the radio. Tags energized and read out at 13.56 MHz, de facto standard frequency for item-level identification, have been tested and enabled for the first time multiple-object identification, using different 6-bit codes. A complete 64-bit transponder, the most complex organic RFID t..."
Efficient Design and Decoding of Polar Codes,Peter Trifonov,IEEE Transactions on Communications,2012,IEEE,432,Polar codes are shown to be instances of both generalized concatenated codes and multilevel codes. It is shown that the performance of a polar code can be improved by representing it as a multilevel code and applying the multistage decoding algorithm with maximum likelihood decoding of outer codes. Additional performance improvement is obtained by replacing polar outer codes with other ones with b...
"A Survey on Low Latency Towards 5G: RAN, Core Network and Caching Solutions",Imtiaz Parvez Ali Rahmati Ismail Guvenc Arif I. Sarwat Huaiyu Dai,IEEE Communications Surveys &amp; Tutorials,2018,IEEE,432,"The fifth generation (5G) wireless network technology is to be standardized by 2020, where main goals are to improve capacity, reliability, and energy efficiency, while reducing latency and massively increasing connection density. An integral part of 5G is the capability to transmit touch perception type real-time communication empowered by applicable robotics and haptics equipment at the network ..."
Energy Management of Microgrid in Grid-Connected and Stand-Alone Modes,Quanyuan Jiang Meidong Xue Guangchao Geng,IEEE Transactions on Power Systems,2013,IEEE,432,"There are two operation modes of microgrids: grid-connected mode and stand-alone mode. Normally, a microgrid will be connected to the main grid for the majority of time, i.e., operates in the grid-connected mode. In the stand-alone mode, a microgrid is isolated from the main grid; the highest priority for microgrids is to keep a reliable power supply to customers instead of economic benefits. So, ..."
Simulation and experiment on SIW slot array antennas,Li Yan Wei Hong Guang Hua Jixin Chen Ke Wu Tie Jun Cui,IEEE Microwave and Wireless Components Letters,2004,IEEE,432,"By etching longitudinal slots on the top metallic surface of the substrate integrated waveguide (SIW), an integrated slot-array antenna is proposed in this letter. The whole antenna and feeding system are fabricated on a single substrate, which takes the advantage of small size, low profile, and low cost, etc. The design process and experimental results of a four-by-four SIW slot array antenna at ..."
